SKU,Item Name,Store,Total Units Sold (full window),"Units Sold (last 90 days, this store)",Avg Daily Units (this store),Gappy Sales Pattern,Spiky Sales Pattern,Suggested Par Level
496340,Coke 12oz Single Can,(Las Olas) Ocean Wine & Spirits ,26.0,11.0,0.122,,,2
496340,Coke 12oz Single Can,Beach Liquors & Cigars ,26.0,15.0,0.167,,,2
496340,Coke 12oz Single Can,Warehouse,26.0,0,0.0,,,0
49000037197,SPRITE ZERO SUGAR 20OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,26.0,5.0,0.056,,,1
49000037197,SPRITE ZERO SUGAR 20OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,26.0,4.0,0.044,,,1
49000037197,SPRITE ZERO SUGAR 20OZ,(Las Olas) Ocean Wine & Spirits ,26.0,10.0,0.111,,,2
49000037197,SPRITE ZERO SUGAR 20OZ,Beach Liquors & Cigars ,26.0,7.0,0.078,,,1
49000037197,SPRITE ZERO SUGAR 20OZ,Warehouse,26.0,0,0.0,,,0
619947000020,TITOS 750ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,25.0,3.0,0.033,,,1
619947000020,TITOS 750ML,(FTL Beach/A1A) Ocean Wine & Spirits ,25.0,5.0,0.056,,,1
619947000020,TITOS 750ML,(Las Olas) Ocean Wine & Spirits ,25.0,17.0,0.189,,,2
619947000020,TITOS 750ML,Beach Liquors & Cigars ,25.0,0,0.0,,,0
619947000020,TITOS 750ML,Warehouse,25.0,0,0.0,,,0
052000043549,GATORADE GLACIER FREEZE ZERO 20OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,25.0,0,0.0,,,0
052000043549,GATORADE GLACIER FREEZE ZERO 20OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,25.0,0,0.0,,,0
052000043549,GATORADE GLACIER FREEZE ZERO 20OZ,(Las Olas) Ocean Wine & Spirits ,25.0,9.0,0.1,,,1
052000043549,GATORADE GLACIER FREEZE ZERO 20OZ,Beach Liquors & Cigars ,25.0,16.0,0.178,,,2
052000043549,GATORADE GLACIER FREEZE ZERO 20OZ,Warehouse,25.0,0,0.0,,,0
31200200075,OCEAN SPRAY CRANBERRY 64OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,25.0,0,0.0,,,0
31200200075,OCEAN SPRAY CRANBERRY 64OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,25.0,8.0,0.089,,,1
31200200075,OCEAN SPRAY CRANBERRY 64OZ,(Las Olas) Ocean Wine & Spirits ,25.0,10.0,0.111,,,2
31200200075,OCEAN SPRAY CRANBERRY 64OZ,Beach Liquors & Cigars ,25.0,7.0,0.078,,,1
31200200075,OCEAN SPRAY CRANBERRY 64OZ,Warehouse,25.0,0,0.0,,,0
MINI,MINI ICE BAGS,(Bayview/Coral Ridge) Ocean Wine & Spirits ,25.0,0,0.0,,,0
MINI,MINI ICE BAGS,(FTL Beach/A1A) Ocean Wine & Spirits ,25.0,0,0.0,,,0
MINI,MINI ICE BAGS,(Las Olas) Ocean Wine & Spirits ,25.0,22.0,0.244,,,3
MINI,MINI ICE BAGS,Beach Liquors & Cigars ,25.0,3.0,0.033,,,1
MINI,MINI ICE BAGS,Warehouse,25.0,0,0.0,,,0
210000011774,RAW PREROLLS THC 2G,(Bayview/Coral Ridge) Ocean Wine & Spirits ,25.0,0,0.0,,,0
210000011774,RAW PREROLLS THC 2G,(FTL Beach/A1A) Ocean Wine & Spirits ,25.0,0,0.0,,,0
210000011774,RAW PREROLLS THC 2G,(Las Olas) Ocean Wine & Spirits ,25.0,3.0,0.033,,,1
210000011774,RAW PREROLLS THC 2G,Beach Liquors & Cigars ,25.0,22.0,0.244,,,3
210000011774,RAW PREROLLS THC 2G,Warehouse,25.0,0,0.0,,,0
052000204094,Gatorade Lemon  Lime 20oz,(Bayview/Coral Ridge) Ocean Wine & Spirits ,24.0,2.0,0.022,,,1
052000204094,Gatorade Lemon  Lime 20oz,(FTL Beach/A1A) Ocean Wine & Spirits ,24.0,5.0,0.056,,,1
052000204094,Gatorade Lemon  Lime 20oz,(Las Olas) Ocean Wine & Spirits ,24.0,7.0,0.078,,,1
052000204094,Gatorade Lemon  Lime 20oz,Beach Liquors & Cigars ,24.0,10.0,0.111,,,2
052000204094,Gatorade Lemon  Lime 20oz,Warehouse,24.0,0,0.0,,,0
80660957609,MODELO ESPECIAL 16OZ CAN,(Bayview/Coral Ridge) Ocean Wine & Spirits ,24.0,0,0.0,,,0
80660957609,MODELO ESPECIAL 16OZ CAN,(FTL Beach/A1A) Ocean Wine & Spirits ,24.0,10.0,0.111,,,2
80660957609,MODELO ESPECIAL 16OZ CAN,(Las Olas) Ocean Wine & Spirits ,24.0,6.0,0.067,,,1
80660957609,MODELO ESPECIAL 16OZ CAN,Beach Liquors & Cigars ,24.0,8.0,0.089,,,1
80660957609,MODELO ESPECIAL 16OZ CAN,Warehouse,24.0,0,0.0,,,0
674545000414,DON JULIO TEQUILA REPOSADO 80 750ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,23.0,1.0,0.011,,,1
674545000414,DON JULIO TEQUILA REPOSADO 80 750ML,(FTL Beach/A1A) Ocean Wine & Spirits ,23.0,7.0,0.078,,,1
674545000414,DON JULIO TEQUILA REPOSADO 80 750ML,(Las Olas) Ocean Wine & Spirits ,23.0,4.0,0.044,,,1
674545000414,DON JULIO TEQUILA REPOSADO 80 750ML,Beach Liquors & Cigars ,23.0,11.0,0.122,,,2
674545000414,DON JULIO TEQUILA REPOSADO 80 750ML,Warehouse,23.0,0,0.0,,,0
71610203648,DUCTH BERRY FUSION 2PK,(Bayview/Coral Ridge) Ocean Wine & Spirits ,23.0,0,0.0,,,0
71610203648,DUCTH BERRY FUSION 2PK,(FTL Beach/A1A) Ocean Wine & Spirits ,23.0,0,0.0,,,0
71610203648,DUCTH BERRY FUSION 2PK,(Las Olas) Ocean Wine & Spirits ,23.0,23.0,0.256,,,3
71610203648,DUCTH BERRY FUSION 2PK,Beach Liquors & Cigars ,23.0,0,0.0,,,0
71610203648,DUCTH BERRY FUSION 2PK,Warehouse,23.0,0,0.0,,,0
78000146455,CANADA DRY CLUB SODA 1L,(Bayview/Coral Ridge) Ocean Wine & Spirits ,22.0,4.0,0.044,,,1
78000146455,CANADA DRY CLUB SODA 1L,(FTL Beach/A1A) Ocean Wine & Spirits ,22.0,7.0,0.078,,,1
78000146455,CANADA DRY CLUB SODA 1L,(Las Olas) Ocean Wine & Spirits ,22.0,7.0,0.078,,,1
78000146455,CANADA DRY CLUB SODA 1L,Beach Liquors & Cigars ,22.0,4.0,0.044,,,1
78000146455,CANADA DRY CLUB SODA 1L,Warehouse,22.0,0,0.0,,,0
079298400113,EVIAN SPORT TOP 750ML SINGLE,(Bayview/Coral Ridge) Ocean Wine & Spirits ,22.0,1.0,0.011,,,1
079298400113,EVIAN SPORT TOP 750ML SINGLE,(FTL Beach/A1A) Ocean Wine & Spirits ,22.0,7.0,0.078,,,1
079298400113,EVIAN SPORT TOP 750ML SINGLE,(Las Olas) Ocean Wine & Spirits ,22.0,4.0,0.044,,,1
079298400113,EVIAN SPORT TOP 750ML SINGLE,Beach Liquors & Cigars ,22.0,10.0,0.111,,,2
079298400113,EVIAN SPORT TOP 750ML SINGLE,Warehouse,22.0,0,0.0,,,0
86024007874,MARGARITAVILLE SILVER TEQ 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,21.0,0,0.0,,,0
86024007874,MARGARITAVILLE SILVER TEQ 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,21.0,0,0.0,,,0
86024007874,MARGARITAVILLE SILVER TEQ 50ML,(Las Olas) Ocean Wine & Spirits ,21.0,11.0,0.122,,,2
86024007874,MARGARITAVILLE SILVER TEQ 50ML,Beach Liquors & Cigars ,21.0,10.0,0.111,,,2
86024007874,MARGARITAVILLE SILVER TEQ 50ML,Warehouse,21.0,0,0.0,,,0
49000050103,COCA COLA 2L,(Bayview/Coral Ridge) Ocean Wine & Spirits ,21.0,0,0.0,,,0
49000050103,COCA COLA 2L,(FTL Beach/A1A) Ocean Wine & Spirits ,21.0,7.0,0.078,,,1
49000050103,COCA COLA 2L,(Las Olas) Ocean Wine & Spirits ,21.0,11.0,0.122,,,2
49000050103,COCA COLA 2L,Beach Liquors & Cigars ,21.0,3.0,0.033,,,1
49000050103,COCA COLA 2L,Warehouse,21.0,0,0.0,,,0
85000012017,WHITEHAVEN SAUVIGNON BLANC 750ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,21.0,4.0,0.044,,,1
85000012017,WHITEHAVEN SAUVIGNON BLANC 750ML,(FTL Beach/A1A) Ocean Wine & Spirits ,21.0,0,0.0,,,0
85000012017,WHITEHAVEN SAUVIGNON BLANC 750ML,(Las Olas) Ocean Wine & Spirits ,21.0,17.0,0.189,,,2
85000012017,WHITEHAVEN SAUVIGNON BLANC 750ML,Beach Liquors & Cigars ,21.0,0,0.0,,,0
85000012017,WHITEHAVEN SAUVIGNON BLANC 750ML,Warehouse,21.0,0,0.0,,,0
193968016890,MEMBERS MARK ORANGE JUICE 1.5L,(Bayview/Coral Ridge) Ocean Wine & Spirits ,21.0,0,0.0,,,0
193968016890,MEMBERS MARK ORANGE JUICE 1.5L,(FTL Beach/A1A) Ocean Wine & Spirits ,21.0,4.0,0.044,,,1
193968016890,MEMBERS MARK ORANGE JUICE 1.5L,(Las Olas) Ocean Wine & Spirits ,21.0,10.0,0.111,,,2
193968016890,MEMBERS MARK ORANGE JUICE 1.5L,Beach Liquors & Cigars ,21.0,7.0,0.078,,,1
193968016890,MEMBERS MARK ORANGE JUICE 1.5L,Warehouse,21.0,0,0.0,,,0
210000003906,MEMBERS MARK STRAWBERRY LEMONADE 1.5L,(Bayview/Coral Ridge) Ocean Wine & Spirits ,21.0,0,0.0,,,0
210000003906,MEMBERS MARK STRAWBERRY LEMONADE 1.5L,(FTL Beach/A1A) Ocean Wine & Spirits ,21.0,3.0,0.033,,,1
210000003906,MEMBERS MARK STRAWBERRY LEMONADE 1.5L,(Las Olas) Ocean Wine & Spirits ,21.0,7.0,0.078,,,1
210000003906,MEMBERS MARK STRAWBERRY LEMONADE 1.5L,Beach Liquors & Cigars ,21.0,11.0,0.122,,,2
210000003906,MEMBERS MARK STRAWBERRY LEMONADE 1.5L,Warehouse,21.0,0,0.0,,,0
283632,MARLBORO RED 100 CIGARETTE BOX,(Bayview/Coral Ridge) Ocean Wine & Spirits ,20.0,2.0,0.022,,,1
283632,MARLBORO RED 100 CIGARETTE BOX,(FTL Beach/A1A) Ocean Wine & Spirits ,20.0,1.0,0.011,,,1
283632,MARLBORO RED 100 CIGARETTE BOX,(Las Olas) Ocean Wine & Spirits ,20.0,8.0,0.089,,,1
283632,MARLBORO RED 100 CIGARETTE BOX,Beach Liquors & Cigars ,20.0,9.0,0.1,,,1
283632,MARLBORO RED 100 CIGARETTE BOX,Warehouse,20.0,0,0.0,,,0
86024007997,MARGARITAVILLE  GOLD TEQ 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,20.0,0,0.0,,,0
86024007997,MARGARITAVILLE  GOLD TEQ 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,20.0,0,0.0,,,0
86024007997,MARGARITAVILLE  GOLD TEQ 50ML,(Las Olas) Ocean Wine & Spirits ,20.0,19.0,0.211,,,2
86024007997,MARGARITAVILLE  GOLD TEQ 50ML,Beach Liquors & Cigars ,20.0,1.0,0.011,,,1
86024007997,MARGARITAVILLE  GOLD TEQ 50ML,Warehouse,20.0,0,0.0,,,0
210000007007,SMART WATER 1L BOTTLES,(Bayview/Coral Ridge) Ocean Wine & Spirits ,20.0,2.0,0.022,,,1
210000007007,SMART WATER 1L BOTTLES,(FTL Beach/A1A) Ocean Wine & Spirits ,20.0,1.0,0.011,,,1
210000007007,SMART WATER 1L BOTTLES,(Las Olas) Ocean Wine & Spirits ,20.0,0,0.0,,,0
210000007007,SMART WATER 1L BOTTLES,Beach Liquors & Cigars ,20.0,17.0,0.189,,,2
210000007007,SMART WATER 1L BOTTLES,Warehouse,20.0,0,0.0,,,0
018200250101,MICH ULTRA 25OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,20.0,0,0.0,,,0
018200250101,MICH ULTRA 25OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,20.0,1.0,0.011,,,1
018200250101,MICH ULTRA 25OZ,(Las Olas) Ocean Wine & Spirits ,20.0,10.0,0.111,,,2
018200250101,MICH ULTRA 25OZ,Beach Liquors & Cigars ,20.0,9.0,0.1,,,1
018200250101,MICH ULTRA 25OZ,Warehouse,20.0,0,0.0,,,0
210000008332,BEATBOX BLUE RAZBERRY 500ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,20.0,0,0.0,,,0
210000008332,BEATBOX BLUE RAZBERRY 500ML,(FTL Beach/A1A) Ocean Wine & Spirits ,20.0,0,0.0,,,0
210000008332,BEATBOX BLUE RAZBERRY 500ML,(Las Olas) Ocean Wine & Spirits ,20.0,8.0,0.089,,,1
210000008332,BEATBOX BLUE RAZBERRY 500ML,Beach Liquors & Cigars ,20.0,12.0,0.133,,,2
210000008332,BEATBOX BLUE RAZBERRY 500ML,Warehouse,20.0,0,0.0,,,0
080686001904,JIM BEAM BOURBON 80 PET 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,2.0,0.022,,,1
080686001904,JIM BEAM BOURBON 80 PET 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,0,0.0,,,0
080686001904,JIM BEAM BOURBON 80 PET 50ML,(Las Olas) Ocean Wine & Spirits ,19.0,13.0,0.144,,,2
080686001904,JIM BEAM BOURBON 80 PET 50ML,Beach Liquors & Cigars ,19.0,4.0,0.044,,,1
080686001904,JIM BEAM BOURBON 80 PET 50ML,Warehouse,19.0,0,0.0,,,0
786162200433,SMART WATER 20oz,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,0,0.0,,,0
786162200433,SMART WATER 20oz,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,3.0,0.033,,,1
786162200433,SMART WATER 20oz,(Las Olas) Ocean Wine & Spirits ,19.0,16.0,0.178,,,2
786162200433,SMART WATER 20oz,Beach Liquors & Cigars ,19.0,0,0.0,,,0
786162200433,SMART WATER 20oz,Warehouse,19.0,0,0.0,,,0
49000050158,SPRITE 2L,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,5.0,0.056,,,1
49000050158,SPRITE 2L,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,5.0,0.056,,,1
49000050158,SPRITE 2L,(Las Olas) Ocean Wine & Spirits ,19.0,5.0,0.056,,,1
49000050158,SPRITE 2L,Beach Liquors & Cigars ,19.0,4.0,0.044,,,1
49000050158,SPRITE 2L,Warehouse,19.0,0,0.0,,,0
816751021238,CUTWATER LIME MARGARITA 4PK,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,2.0,0.022,,,1
816751021238,CUTWATER LIME MARGARITA 4PK,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,8.0,0.089,,,1
816751021238,CUTWATER LIME MARGARITA 4PK,(Las Olas) Ocean Wine & Spirits ,19.0,3.0,0.033,,,1
816751021238,CUTWATER LIME MARGARITA 4PK,Beach Liquors & Cigars ,19.0,6.0,0.067,,,1
816751021238,CUTWATER LIME MARGARITA 4PK,Warehouse,19.0,0,0.0,,,0
088004009373,FIREBALL 100ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,2.0,0.022,,,1
088004009373,FIREBALL 100ML,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,6.0,0.067,,,1
088004009373,FIREBALL 100ML,(Las Olas) Ocean Wine & Spirits ,19.0,5.0,0.056,,,1
088004009373,FIREBALL 100ML,Beach Liquors & Cigars ,19.0,6.0,0.067,,,1
088004009373,FIREBALL 100ML,Warehouse,19.0,0,0.0,,,0
850025605564,SURFSIDE ICED TEA STARTER 8 PACK,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,7.0,0.078,,,1
850025605564,SURFSIDE ICED TEA STARTER 8 PACK,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,2.0,0.022,,,1
850025605564,SURFSIDE ICED TEA STARTER 8 PACK,(Las Olas) Ocean Wine & Spirits ,19.0,6.0,0.067,,,1
850025605564,SURFSIDE ICED TEA STARTER 8 PACK,Beach Liquors & Cigars ,19.0,4.0,0.044,,,1
850025605564,SURFSIDE ICED TEA STARTER 8 PACK,Warehouse,19.0,0,0.0,,,0
857641002609,BUZZBALLZ STRAWBERRY MARGARITA 200ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,0,0.0,,,0
857641002609,BUZZBALLZ STRAWBERRY MARGARITA 200ML,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,0,0.0,,,0
857641002609,BUZZBALLZ STRAWBERRY MARGARITA 200ML,(Las Olas) Ocean Wine & Spirits ,19.0,2.0,0.022,,,1
857641002609,BUZZBALLZ STRAWBERRY MARGARITA 200ML,Beach Liquors & Cigars ,19.0,17.0,0.189,,,2
857641002609,BUZZBALLZ STRAWBERRY MARGARITA 200ML,Warehouse,19.0,0,0.0,,,0
078000152401,CANADA DRY GINGER ALE 20OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,1.0,0.011,,,1
078000152401,CANADA DRY GINGER ALE 20OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,5.0,0.056,,,1
078000152401,CANADA DRY GINGER ALE 20OZ,(Las Olas) Ocean Wine & Spirits ,19.0,3.0,0.033,,,1
078000152401,CANADA DRY GINGER ALE 20OZ,Beach Liquors & Cigars ,19.0,10.0,0.111,,,2
078000152401,CANADA DRY GINGER ALE 20OZ,Warehouse,19.0,0,0.0,,,0
96749908516,LUNAZUL TEQ BLANCO 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,19.0,0,0.0,,,0
96749908516,LUNAZUL TEQ BLANCO 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,19.0,0,0.0,,,0
96749908516,LUNAZUL TEQ BLANCO 50ML,(Las Olas) Ocean Wine & Spirits ,19.0,9.0,0.1,,,1
96749908516,LUNAZUL TEQ BLANCO 50ML,Beach Liquors & Cigars ,19.0,10.0,0.111,,,2
96749908516,LUNAZUL TEQ BLANCO 50ML,Warehouse,19.0,0,0.0,,,0
14800582000,REAL LIME JUICE 2.5OZ SQUEEZE,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,1.0,0.011,,,1
14800582000,REAL LIME JUICE 2.5OZ SQUEEZE,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,12.0,0.133,,,2
14800582000,REAL LIME JUICE 2.5OZ SQUEEZE,(Las Olas) Ocean Wine & Spirits ,18.0,4.0,0.044,,,1
14800582000,REAL LIME JUICE 2.5OZ SQUEEZE,Beach Liquors & Cigars ,18.0,1.0,0.011,,,1
14800582000,REAL LIME JUICE 2.5OZ SQUEEZE,Warehouse,18.0,0,0.0,,,0
076737200693,EVERFRESH PINEAPPLE 32OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,0,0.0,,,0
076737200693,EVERFRESH PINEAPPLE 32OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,4.0,0.044,,,1
076737200693,EVERFRESH PINEAPPLE 32OZ,(Las Olas) Ocean Wine & Spirits ,18.0,8.0,0.089,,,1
076737200693,EVERFRESH PINEAPPLE 32OZ,Beach Liquors & Cigars ,18.0,6.0,0.067,,,1
076737200693,EVERFRESH PINEAPPLE 32OZ,Warehouse,18.0,0,0.0,,,0
18200261244,STELLA  ARTOIS 25OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,1.0,0.011,,,1
18200261244,STELLA  ARTOIS 25OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,8.0,0.089,,,1
18200261244,STELLA  ARTOIS 25OZ,(Las Olas) Ocean Wine & Spirits ,18.0,0,0.0,,,0
18200261244,STELLA  ARTOIS 25OZ,Beach Liquors & Cigars ,18.0,9.0,0.1,,,1
18200261244,STELLA  ARTOIS 25OZ,Warehouse,18.0,0,0.0,,,0
674545000605,DON JULIO REPO 375ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,2.0,0.022,,,1
674545000605,DON JULIO REPO 375ML,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,1.0,0.011,,,1
674545000605,DON JULIO REPO 375ML,(Las Olas) Ocean Wine & Spirits ,18.0,4.0,0.044,,,1
674545000605,DON JULIO REPO 375ML,Beach Liquors & Cigars ,18.0,11.0,0.122,,,2
674545000605,DON JULIO REPO 375ML,Warehouse,18.0,0,0.0,,,0
824720,SMIRNOFF VODKA 80 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,3.0,0.033,,,1
824720,SMIRNOFF VODKA 80 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,0,0.0,,,0
824720,SMIRNOFF VODKA 80 50ML,(Las Olas) Ocean Wine & Spirits ,18.0,8.0,0.089,,,1
824720,SMIRNOFF VODKA 80 50ML,Beach Liquors & Cigars ,18.0,7.0,0.078,,,1
824720,SMIRNOFF VODKA 80 50ML,Warehouse,18.0,0,0.0,,,0
210000002174,TRUE LIME PACKETS 1 PACKET = 1 WEDGE,(Bayview/Coral Ridge) Ocean Wine & Spirits ,18.0,0,0.0,,,0
210000002174,TRUE LIME PACKETS 1 PACKET = 1 WEDGE,(FTL Beach/A1A) Ocean Wine & Spirits ,18.0,0,0.0,,,0
210000002174,TRUE LIME PACKETS 1 PACKET = 1 WEDGE,(Las Olas) Ocean Wine & Spirits ,18.0,18.0,0.2,,,2
210000002174,TRUE LIME PACKETS 1 PACKET = 1 WEDGE,Beach Liquors & Cigars ,18.0,0,0.0,,,0
210000002174,TRUE LIME PACKETS 1 PACKET = 1 WEDGE,Warehouse,18.0,0,0.0,,,0
210000012095,DEEP EDDY PINEAPPLE 50ml,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000012095,DEEP EDDY PINEAPPLE 50ml,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000012095,DEEP EDDY PINEAPPLE 50ml,(Las Olas) Ocean Wine & Spirits ,17.0,9.0,0.1,,,1
210000012095,DEEP EDDY PINEAPPLE 50ml,Beach Liquors & Cigars ,17.0,8.0,0.089,,,1
210000012095,DEEP EDDY PINEAPPLE 50ml,Warehouse,17.0,0,0.0,,,0
210000011327,SUN CRUISER VODKA LEMONADE 8PK,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,1.0,0.011,,,1
210000011327,SUN CRUISER VODKA LEMONADE 8PK,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000011327,SUN CRUISER VODKA LEMONADE 8PK,(Las Olas) Ocean Wine & Spirits ,17.0,9.0,0.1,,,1
210000011327,SUN CRUISER VODKA LEMONADE 8PK,Beach Liquors & Cigars ,17.0,7.0,0.078,,,1
210000011327,SUN CRUISER VODKA LEMONADE 8PK,Warehouse,17.0,0,0.0,,,0
210000000284,DORITOS NACHO CHEESE,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,3.0,0.033,,,1
210000000284,DORITOS NACHO CHEESE,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,4.0,0.044,,,1
210000000284,DORITOS NACHO CHEESE,(Las Olas) Ocean Wine & Spirits ,17.0,6.0,0.067,,,1
210000000284,DORITOS NACHO CHEESE,Beach Liquors & Cigars ,17.0,4.0,0.044,,,1
210000000284,DORITOS NACHO CHEESE,Warehouse,17.0,0,0.0,,,0
210000006738,SMIRNOFF VODKA 80 375ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,5.0,0.056,,,1
210000006738,SMIRNOFF VODKA 80 375ML,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,3.0,0.033,,,1
210000006738,SMIRNOFF VODKA 80 375ML,(Las Olas) Ocean Wine & Spirits ,17.0,7.0,0.078,,,1
210000006738,SMIRNOFF VODKA 80 375ML,Beach Liquors & Cigars ,17.0,2.0,0.022,,,1
210000006738,SMIRNOFF VODKA 80 375ML,Warehouse,17.0,0,0.0,,,0
085000017739,LAMARCA PROSECCO 750ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
085000017739,LAMARCA PROSECCO 750ML,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,1.0,0.011,,,1
085000017739,LAMARCA PROSECCO 750ML,(Las Olas) Ocean Wine & Spirits ,17.0,9.0,0.1,,,1
085000017739,LAMARCA PROSECCO 750ML,Beach Liquors & Cigars ,17.0,7.0,0.078,,,1
085000017739,LAMARCA PROSECCO 750ML,Warehouse,17.0,0,0.0,,,0
632565000036,FIJI 1.5L SINGLE,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
632565000036,FIJI 1.5L SINGLE,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,1.0,0.011,,,1
632565000036,FIJI 1.5L SINGLE,(Las Olas) Ocean Wine & Spirits ,17.0,5.0,0.056,,,1
632565000036,FIJI 1.5L SINGLE,Beach Liquors & Cigars ,17.0,11.0,0.122,,,2
632565000036,FIJI 1.5L SINGLE,Warehouse,17.0,0,0.0,,,0
619947000044,TITOS HANDMADE VODKA 80 200ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,6.0,0.067,,,1
619947000044,TITOS HANDMADE VODKA 80 200ML,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,3.0,0.033,,,1
619947000044,TITOS HANDMADE VODKA 80 200ML,(Las Olas) Ocean Wine & Spirits ,17.0,0,0.0,,,0
619947000044,TITOS HANDMADE VODKA 80 200ML,Beach Liquors & Cigars ,17.0,8.0,0.089,,,1
619947000044,TITOS HANDMADE VODKA 80 200ML,Warehouse,17.0,0,0.0,,,0
210000000246,ICE CUPS,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000000246,ICE CUPS,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000000246,ICE CUPS,(Las Olas) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000000246,ICE CUPS,Beach Liquors & Cigars ,17.0,17.0,0.189,,,2
210000000246,ICE CUPS,Warehouse,17.0,0,0.0,,,0
070847005070,MONSTER ENERGY GREEN 16OZ,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
070847005070,MONSTER ENERGY GREEN 16OZ,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,6.0,0.067,,,1
070847005070,MONSTER ENERGY GREEN 16OZ,(Las Olas) Ocean Wine & Spirits ,17.0,5.0,0.056,,,1
070847005070,MONSTER ENERGY GREEN 16OZ,Beach Liquors & Cigars ,17.0,6.0,0.067,,,1
070847005070,MONSTER ENERGY GREEN 16OZ,Warehouse,17.0,0,0.0,,,0
210000012665,SUPER LYTE  VODKA +ADE 8 PACK VARIETY,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,2.0,0.022,,,1
210000012665,SUPER LYTE  VODKA +ADE 8 PACK VARIETY,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
210000012665,SUPER LYTE  VODKA +ADE 8 PACK VARIETY,(Las Olas) Ocean Wine & Spirits ,17.0,8.0,0.089,,,1
210000012665,SUPER LYTE  VODKA +ADE 8 PACK VARIETY,Beach Liquors & Cigars ,17.0,7.0,0.078,,,1
210000012665,SUPER LYTE  VODKA +ADE 8 PACK VARIETY,Warehouse,17.0,0,0.0,,,0
